drug_claim_name	nomenclature	concept_id	drug_name	approved	immunotherapy	anti_neoplastic	source_db_name	source_db_version
butyl alcohol	Primary Drug Name	rxcui:1310579	BUTYL ALCOHOL	TRUE	FALSE	FALSE	RxNorm	20240401
6-bromopurine	Primary Name	drugbank:DB02168	6-BROMOPURINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
phenylacetaldehyde	Primary Drug Name	rxcui:1367159	PHENYLACETALDEHYDE	FALSE	FALSE	FALSE	RxNorm	20240401
Cordycepin Triphosphate	Primary Drug Name	ncit:C967	CORDYCEPIN TRIPHOSPHATE	FALSE	FALSE	FALSE	NCIt	24.02d
Metanitrophenyl-Alpha-D-Galactoside	Primary Name	drugbank:DB02213	METANITROPHENYL-ALPHA-D-GALACTOSIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide	Primary Name	drugbank:DB02221	4-(AMINOSULFONYL)-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-BENZAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
5-Iodo-2'-Deoxyuridine-5'-Monophosphate	Primary Name	drugbank:DB02324	5-IODO-2'-DEOXYURIDINE-5'-MONOPHOSPHATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
carbenoxolone	Primary Drug Name	rxcui:2017	CARBENOXOLONE	TRUE	FALSE	FALSE	RxNorm	20240401
monofluorophosphate ion	Primary Drug Name	rxcui:1546445	MONOFLUOROPHOSPHATE ION	FALSE	FALSE	FALSE	RxNorm	20240401
N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide	Primary Name	drugbank:DB02350	N-HYDROXY-4-[(4-METHOXYLPHENYL)SULFONYL]-2,2-DIMETHYL-HEXAHYDRO-1,4-THIAZEPINE-3(S)-CARBOXAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
6-O-Cyclohexylmethyl Guanine	Primary Name	drugbank:DB02407	6-O-CYCLOHEXYLMETHYL GUANINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
2-Deoxy-2-Amino Glucitol-6-Phosphate	Primary Name	drugbank:DB02445	2-DEOXY-2-AMINO GLUCITOL-6-PHOSPHATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide	Primary Name	drugbank:DB02477	N-({4-[4-(2-METHYL-1H-IMIDAZOL-1-YL)BUTYL]PHENYL}ACETYL)-L-SERYL-N-(2-CYCLOHEXYLETHYL)-L-LYSINAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
1,6-Fructose Diphosphate (Linear Form)	Primary Name	drugbank:DB02512	1,6-FRUCTOSE DIPHOSPHATE (LINEAR FORM)	FALSE	FALSE	FALSE	DrugBank	5.1.12
10-formyl-5,8,10-trideazafolic acid	Primary Name	drugbank:DB02540	10-FORMYL-5,8,10-TRIDEAZAFOLIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
Glutathionylspermidine disulfide	Primary Name	drugbank:DB02553	GLUTATHIONYLSPERMIDINE DISULFIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
acrylic acid	Primary Drug Name	rxcui:1368626	ACRYLIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
deoxycytidine	Primary Drug Name	rxcui:2642208	DEOXYCYTIDINE	FALSE	FALSE	FALSE	RxNorm	20240401
Balanol Analog 1	Primary Name	drugbank:DB02611	BALANOL ANALOG 1	FALSE	FALSE	FALSE	DrugBank	5.1.12
Cholic Acid	Primary Name	rxcui:1440856	CHOLIC ACID	TRUE	FALSE	FALSE	DrugBank	5.1.12
2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium	Primary Name	drugbank:DB02681	2,8-BIS[OXIDO(OXO)VANADIO]-1,1,1,3,5,5,7,7,9,9,9-UNDECAOXOPENTAVANADOXANE-2,8-DIIUM	FALSE	FALSE	FALSE	DrugBank	5.1.12
acetamide	Primary Drug Name	rxcui:2475952	ACETAMIDE	FALSE	FALSE	FALSE	RxNorm	20240401
Acetamide	Primary Name	rxcui:2475952	ACETAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
uridine	Primary Drug Name	rxcui:11017	URIDINE	TRUE	FALSE	FALSE	RxNorm	20240401
S-(Methylmercury)-L-Cysteine	Primary Name	drugbank:DB02750	S-(METHYLMERCURY)-L-CYSTEINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid	Primary Name	drugbank:DB02827	7-(1,1-DIOXO-1H-BENZO[D]ISOTHIAZOL-3-YLOXYMETHYL)-2-(OXALYL-AMINO)-4,7-DIHYDRO-5H-THIENO[2,3-C]PYRAN-3-CARBOXYLIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
Siroheme	Primary Name	drugbank:DB02832	SIROHEME	FALSE	FALSE	FALSE	DrugBank	5.1.12
3,4-Dihydro-2h-Pyrrolium-5-Carboxylate	Primary Name	drugbank:DB02838	3,4-DIHYDRO-2H-PYRROLIUM-5-CARBOXYLATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid	Primary Name	drugbank:DB02878	3-(2-AMINOETHYL)-4-(AMINOMETHYL)HEPTANEDIOIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
Cordycepin Triphosphate	Primary Name	ncit:C967	CORDYCEPIN TRIPHOSPHATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide	Primary Name	drugbank:DB01865	3-(6-AMINOPYRIDIN-3-YL)-N-METHYL-N-[(1-METHYL-1H-INDOL-2-YL)METHYL]ACRYLAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
Bis(5-Amidino-2-Benzimidazolyl)Methanone	Primary Name	drugbank:DB01876	BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANONE	FALSE	FALSE	FALSE	DrugBank	5.1.12
Sinefungin	Primary Name	ncit:C73041	SINEFUNGIN	FALSE	FALSE	FALSE	DrugBank	5.1.12
(S)-blebbistatin	Primary Name	drugbank:DB01944	(S)-BLEBBISTATIN	FALSE	FALSE	FALSE	DrugBank	5.1.12
Rolipram	Primary Name	ncit:C72842	ROLIPRAM	FALSE	FALSE	FALSE	DrugBank	5.1.12
coenzyme A	Primary Drug Name	rxcui:1314344	COENZYME A	FALSE	FALSE	FALSE	RxNorm	20240401
N-(5'-Phosphopyridoxyl)-D-Alanine	Primary Name	drugbank:DB01993	N-(5'-PHOSPHOPYRIDOXYL)-D-ALANINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
dihydrofolic acid	Primary Drug Name	rxcui:2267573	DIHYDROFOLIC ACID	FALSE	FALSE	FALSE	RxNorm	20240401
N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide	Primary Name	drugbank:DB02033	N-(3-CYCLOPROPYL(5,6,7,8,9,10-HEXAHYDRO-2-OXO-2H-CYCLOOCTA[B]PYRAN-3-YL)METHYL)PHENYLBENZENSULFONAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
cyclohexanone	Primary Drug Name	rxcui:2362166	CYCLOHEXANONE	FALSE	FALSE	FALSE	RxNorm	20240401
Cyclohexanone	Primary Name	rxcui:2362166	CYCLOHEXANONE	FALSE	FALSE	FALSE	DrugBank	5.1.12
2-Aminoethanimidic Acid	Primary Name	drugbank:DB02108	2-AMINOETHANIMIDIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
Chlorophyll A	Primary Name	drugbank:DB02133	CHLOROPHYLL A	FALSE	FALSE	FALSE	DrugBank	5.1.12
Pyridoxamine Phosphate Anhydrous	Primary Drug Name	ncit:C81631	PYRIDOXAMINE PHOSPHATE ANHYDROUS	FALSE	FALSE	FALSE	NCIt	24.02d
Stanolone	Primary Drug Name	ncit:C72098	STANOLONE	FALSE	FALSE	FALSE	NCIt	24.02d
1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane	Primary Name	drugbank:DB02903	1,3-BIS-([[3-(4-{3-[3-NITRO-5-(GALACTOPYRANOSYLOXY)-BENZOYLAMINO]-PROPYL}-PIPERAZIN-1-YL)-PROPYLAMINO-3,4-DIOXO-CYCLOBUTENYL]-AMINO-ETHYL]-AMINO-CARBONYLOXY)-2-AMINO-PROPANE	FALSE	FALSE	FALSE	DrugBank	5.1.12
5-(2-Chlorophenyl)Furan-2-Carboxylic Acid	Primary Name	drugbank:DB02909	5-(2-CHLOROPHENYL)FURAN-2-CARBOXYLIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
piretanide	Primary Drug Name	rxcui:33770	PIRETANIDE	FALSE	FALSE	FALSE	RxNorm	20240401
Piretanide	Primary Drug Name	rxcui:33770	PIRETANIDE	FALSE	FALSE	FALSE	NCIt	24.02d
Piretanide	Primary Drug Name	rxcui:33770	PIRETANIDE	FALSE	FALSE	FALSE	ChemIDplus	20230222
piretanide	Primary Drug Name	rxcui:33770	PIRETANIDE	FALSE	FALSE	FALSE	Wikidata	20240411
ricinoleic acid	Primary Drug Name	rxcui:35605	RICINOLEIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
US9493490, E	Primary Name	NULL	NULL	NULL	NULL	NULL	TTD	2020.06.01
benzimidazole	Primary Drug Name	rxcui:1362885	BENZIMIDAZOLE	FALSE	FALSE	FALSE	RxNorm	20240401
Benzimidazole	Primary Name	rxcui:1362885	BENZIMIDAZOLE	FALSE	FALSE	FALSE	DrugBank	5.1.12
ge-2270a	Primary Drug Name	drugbank:DB02975	GE-2270A	FALSE	FALSE	FALSE	Wikidata	20240411
Imino-Tryptophan	Primary Name	drugbank:DB02988	IMINO-TRYPTOPHAN	FALSE	FALSE	FALSE	DrugBank	5.1.12
N-acetyl-beta-D-glucosaminyl-(1-	Primary Name	drugbank:DB03013	N-ACETYL-BETA-D-GLUCOSAMINYL-(1->4)-N-ACETYL-BETA-D-GLUCOSAMINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
(R)-N-(1-Methyl-Hexyl)-Formamide	Primary Name	drugbank:DB03061	(R)-N-(1-METHYL-HEXYL)-FORMAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
pyrrolidonecarboxylic acid	Primary Drug Name	rxcui:9036	PYRROLIDONECARBOXYLIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
Pidolic Acid	Primary Drug Name	rxcui:9036	PYRROLIDONECARBOXYLIC ACID	TRUE	FALSE	FALSE	NCIt	24.02d
Pidolic acid	Primary Drug Name	rxcui:9036	PYRROLIDONECARBOXYLIC ACID	TRUE	FALSE	FALSE	ChemIDplus	20230222
5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate	Primary Name	drugbank:DB03116	5-(1-CARBOXY-1-PHOSPHONOOXY-ETHOXYL)-SHIKIMATE-3-PHOSPHATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
4,5-Dimethyl-1,2-phenylenediamine	Primary Name	drugbank:DB03180	4,5-DIMETHYL-1,2-PHENYLENEDIAMINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
stearic acid	Primary Drug Name	rxcui:1310551	STEARIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
Stearic acid	Primary Drug Name	rxcui:1310551	STEARIC ACID	TRUE	FALSE	FALSE	ChemIDplus	20230222
Flavin Mononucleotide	Primary Drug Name	ncit:C61925	FLAVIN MONONUCLEOTIDE	FALSE	FALSE	FALSE	NCIt	24.02d
Cephalosporin C	Primary Drug Name	drugbank:DB03313	CEPHALOSPORIN C	FALSE	FALSE	FALSE	ChemIDplus	20230222
heptyl glucoside	Primary Drug Name	rxcui:2462498	HEPTYL GLUCOSIDE	FALSE	FALSE	FALSE	RxNorm	20240401
hexadecanal	Primary Drug Name	rxcui:2049630	HEXADECANAL	FALSE	FALSE	FALSE	RxNorm	20240401
Enalkiren	Primary Drug Name	ncit:C87729	ENALKIREN	FALSE	FALSE	FALSE	NCIt	24.02d
Enalkiren	Primary Drug Name	ncit:C87729	ENALKIREN	FALSE	FALSE	FALSE	ChemIDplus	20230222
N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide	Primary Name	drugbank:DB03405	N2-[(BENZYLOXY)CARBONYL]-N-[(3R)-1-{N-[(BENZYLOXY)CARBONYL]-L-LEUCYL}-4-OXO-3-PYRROLIDINYL]-L-LEUCINAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
Lexacalcitol	Primary Drug Name	ncit:C80885	LEXACALCITOL	FALSE	FALSE	FALSE	NCIt	24.02d
Lexacalcitol	Primary Drug Name	ncit:C80885	LEXACALCITOL	FALSE	FALSE	FALSE	ChemIDplus	20230222
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	Primary Name	drugbank:DB03509	2-(4-CHLOROPHENYL)-5-QUINOXALINECARBOXAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
mecobalamin	Primary Drug Name	rxcui:29421	MECOBALAMIN	TRUE	FALSE	FALSE	RxNorm	20240401
Mecobalamin	Primary Drug Name	rxcui:29421	MECOBALAMIN	TRUE	FALSE	FALSE	NCIt	24.02d
Mecobalamin	Primary Drug Name	rxcui:29421	MECOBALAMIN	TRUE	FALSE	FALSE	ChemIDplus	20230222
4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	Primary Name	drugbank:DB03697	4-SULFONAMIDE-[1-(4-AMINOBUTANE)]BENZAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
5-Mercaptoethanol-2-decenoyl-coenzyme A	Primary Name	drugbank:DB03698	5-MERCAPTOETHANOL-2-DECENOYL-COENZYME A	FALSE	FALSE	FALSE	DrugBank	5.1.12
Coproporphyrin I	Primary Name	drugbank:DB03727	COPROPORPHYRIN I	FALSE	FALSE	FALSE	DrugBank	5.1.12
N-Acetyl-Alpha-D-Glucosamine	Primary Drug Name	ncit:C77375	N-ACETYL-ALPHA-D-GLUCOSAMINE	FALSE	FALSE	FALSE	NCIt	24.02d
1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	Primary Name	drugbank:DB03802	1-[4-(OCTAHYDRO-PYRIDO[1,2-A]PYRAZIN-2-YL)-PHENYL]-2-PHENYL-1,2,3,4-TETRAHYDRO-ISOQUINOLIN-6-OL	FALSE	FALSE	FALSE	DrugBank	5.1.12
Fucitol	Primary Name	drugbank:DB03815	FUCITOL	FALSE	FALSE	FALSE	DrugBank	5.1.12
Cadaverine	Primary Drug Name	ncit:C95330	CADAVERINE	FALSE	FALSE	FALSE	NCIt	24.02d
Thionicotinamide-Adenine-Dinucleotide	Primary Name	drugbank:DB03893	THIONICOTINAMIDE-ADENINE-DINUCLEOTIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
urea	Primary Drug Name	rxcui:11002	UREA	TRUE	FALSE	FALSE	RxNorm	20240401
Urea	Primary Drug Name	rxcui:11002	UREA	TRUE	FALSE	FALSE	NCIt	24.02d
Urea	Primary Drug Name	rxcui:11002	UREA	TRUE	FALSE	FALSE	ChemIDplus	20230222
Freselestat	Primary Drug Name	ncit:C96306	FRESELESTAT	FALSE	FALSE	FALSE	NCIt	24.02d
Freselestat	Primary Drug Name	ncit:C96306	FRESELESTAT	FALSE	FALSE	FALSE	ChemIDplus	20230222
dodecyl sulfate	Primary Drug Name	rxcui:1362927	DODECYL SULFATE	TRUE	FALSE	FALSE	RxNorm	20240401
ethanolamine	Primary Drug Name	rxcui:24457	ETHANOLAMINE	TRUE	FALSE	FALSE	RxNorm	20240401
4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol	Primary Name	drugbank:DB04020	4-(2-{[4-{[3-(4-CHLOROPHENYL)PROPYL]SULFANYL}-6-(1-PIPERAZINYL)-1,3,5-TRIAZIN-2-YL]AMINO}ETHYL)PHENOL	FALSE	FALSE	FALSE	DrugBank	5.1.12
(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide	Primary Name	drugbank:DB04081	(4S-TRANS)-4-(METHYLAMINO)-5,6-DIHYDRO-6-METHYL-4H-THIENO(2,3-B)THIOPYRAN-2-SULFONAMIDE-7,7-DIOXIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
aurodox	Primary Drug Name	drugbank:DB04124	AURODOX	FALSE	FALSE	FALSE	Wikidata	20240411
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine	Primary Name	drugbank:DB04125	N-ALPHA-(2-NAPHTHYLSULFONYL)-N(3-AMIDINO-L-PHENYLALANINYL)-4-ACETYL-PIPERAZINE	FALSE	FALSE	FALSE	DrugBank	5.1.12
Bropirimine	Primary Drug Name	ncit:C1024	BROPIRIMINE	FALSE	FALSE	FALSE	NCIt	24.02d
Bropirimine	Primary Drug Name	ncit:C1024	BROPIRIMINE	FALSE	FALSE	FALSE	ChemIDplus	20230222
3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide	Primary Name	drugbank:DB04210	3-(ALPHA-D-GALACTOPYRANOSYLOXY)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(HEXOPYRANOSYLOXY)-5-NITROPHENYL]CARBONYL}AMINO)PROPYL]PIPERAZIN-1-YL}PROPYL)AMINO]-3,4-DIOXOCYCLOBUT-1-EN-1-YL}AMINO)PROPYL]PIPERAZIN-1-YL}PROPYL)-5-NITROBENZAMIDE	FALSE	FALSE	FALSE	DrugBank	5.1.12
4-hydroxybenzoic acid	Primary Drug Name	rxcui:1649527	4-HYDROXYBENZOIC ACID	FALSE	FALSE	FALSE	RxNorm	20240401
inosine	Primary Drug Name	rxcui:1483575	INOSINE	FALSE	FALSE	FALSE	RxNorm	20240401
Inosine	Primary Drug Name	rxcui:1483575	INOSINE	FALSE	FALSE	FALSE	ChemIDplus	20230222
Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate	Primary Name	drugbank:DB04353	TERT-BUTYL N-[(2S,5R)-6-[[(2S)-5-AMINO-1-[[(2S)-1-AMINO-1-OXO-3-PHENYLPROPAN-2-YL]AMINO]-1,5-DIOXOPENTAN-2-YL]AMINO]-5-BENZYL-3,6-DIOXO-1-PHENYLHEXAN-2-YL]CARBAMATE	FALSE	FALSE	FALSE	DrugBank	5.1.12
3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile	Primary Name	drugbank:DB04430	3-(4-PHENYLAMINO-PHENYLAMINO)-2-(1H-TETRAZOL-5-YL)-ACRYLONITRILE	FALSE	FALSE	FALSE	DrugBank	5.1.12
erythritol	Primary Drug Name	rxcui:1369563	ERYTHRITOL	TRUE	FALSE	FALSE	RxNorm	20240401
octanoic acid	Primary Drug Name	rxcui:20178	OCTANOIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
Octanoic acid	Primary Drug Name	rxcui:20178	OCTANOIC ACID	TRUE	FALSE	FALSE	ChemIDplus	20230222
cholesterol	Primary Drug Name	rxcui:2438	CHOLESTEROL	TRUE	FALSE	FALSE	RxNorm	20240401
Cholesterol	Primary Drug Name	rxcui:2438	CHOLESTEROL	TRUE	FALSE	FALSE	ChemIDplus	20230222
4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid	Primary Name	drugbank:DB04561	4-ACETAMIDO-2,4-DIDEXOY-D-GLYCERO-BETA-D-GALACTO-OCTOPYRANOSYLPHOSPHONIC ACID	FALSE	FALSE	FALSE	DrugBank	5.1.12
3-Bromo-3-buten-1-ol	Primary Name	drugbank:DB04592	3-BROMO-3-BUTEN-1-OL	FALSE	FALSE	FALSE	DrugBank	5.1.12
aniracetam	Primary Drug Name	rxcui:17939	ANIRACETAM	FALSE	FALSE	FALSE	RxNorm	20240401
Aniracetam	Primary Drug Name	rxcui:17939	ANIRACETAM	FALSE	FALSE	FALSE	NCIt	24.02d
Aniracetam	Primary Drug Name	rxcui:17939	ANIRACETAM	FALSE	FALSE	FALSE	ChemIDplus	20230222
aniracetam	Primary Drug Name	rxcui:17939	ANIRACETAM	FALSE	FALSE	FALSE	Wikidata	20240411
Cycloleucine	Primary Drug Name	ncit:C404	CYCLOLEUCINE	FALSE	FALSE	FALSE	NCIt	24.02d
Carboxin	Primary Drug Name	drugbank:DB04657	CARBOXIN	FALSE	FALSE	FALSE	ChemIDplus	20230222
citraconic acid	Primary Drug Name	rxcui:1435287	CITRACONIC ACID	TRUE	FALSE	FALSE	RxNorm	20240401
nimesulide	Primary Drug Name	rxcui:53694	NIMESULIDE	FALSE	FALSE	FALSE	RxNorm	20240401
Nimesulide	Primary Drug Name	rxcui:53694	NIMESULIDE	FALSE	FALSE	FALSE	NCIt	24.02d
Nimesulide	Primary Drug Name	rxcui:53694	NIMESULIDE	FALSE	FALSE	FALSE	ChemIDplus	20230222
nimesulide	Primary Drug Name	rxcui:53694	NIMESULIDE	FALSE	FALSE	FALSE	Wikidata	20240411
bifonazole	Primary Drug Name	rxcui:19295	BIFONAZOLE	TRUE	FALSE	FALSE	RxNorm	20240401
Bifonazole	Primary Drug Name	rxcui:19295	BIFONAZOLE	TRUE	FALSE	FALSE	NCIt	24.02d
Bifonazole	Primary Drug Name	rxcui:19295	BIFONAZOLE	TRUE	FALSE	FALSE	ChemIDplus	20230222
bifonazole	Primary Drug Name	rxcui:19295	BIFONAZOLE	TRUE	FALSE	FALSE	Wikidata	20240411
Pyridoxamine phosphate	Primary Drug Name	ncit:C81631	PYRIDOXAMINE PHOSPHATE ANHYDROUS	FALSE	FALSE	FALSE	ChemIDplus	20230222
LYM-1	Primary Name	chembl:CHEMBL2109447	LYM-1	FALSE	FALSE	FALSE	ChEMBL	33
zomepirac	Primary Drug Name	rxcui:39994	ZOMEPIRAC	FALSE	FALSE	FALSE	RxNorm	20240401
Zomepirac	Primary Drug Name	rxcui:39994	ZOMEPIRAC	FALSE	FALSE	FALSE	NCIt	24.02d
Zomepirac	Primary Drug Name	rxcui:39994	ZOMEPIRAC	FALSE	FALSE	FALSE	ChemIDplus	20230222
zomepirac	Primary Drug Name	rxcui:39994	ZOMEPIRAC	FALSE	FALSE	FALSE	Wikidata	20240411
ixabepilone	Primary Drug Name	rxcui:337523	IXABEPILONE	TRUE	FALSE	FALSE	RxNorm	20240401
Ixabepilone	Primary Drug Name	rxcui:337523	IXABEPILONE	TRUE	FALSE	FALSE	NCIt	24.02d
Ixabepilone	Primary Drug Name	rxcui:337523	IXABEPILONE	TRUE	FALSE	FALSE	HemOnc	3/1/24
Ixabepilone	Primary Drug Name	rxcui:337523	IXABEPILONE	TRUE	FALSE	FALSE	ChemIDplus	20230222
ixabepilone	Primary Drug Name	rxcui:337523	IXABEPILONE	TRUE	FALSE	FALSE	Wikidata	20240411
huperzine A	Primary Drug Name	rxcui:2267703	HUPERZINE A	FALSE	FALSE	FALSE	RxNorm	20240401
calanolide A	Primary Drug Name	drugbank:DB04886	CALANOLIDE A	FALSE	FALSE	FALSE	Wikidata	20240411
pegaptanib	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	RxNorm	20240401
pegaptanib sodium	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	RxNorm	20240401
Pegaptanib Sodium	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	NCIt	24.02d
Pegaptanib sodium	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	ChemIDplus	20230222
pegaptanib	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	Wikidata	20240411
Macugen	Primary Drug Name	rxcui:498509	PEGAPTANIB	TRUE	FALSE	FALSE	Wikidata	20240411
Ceftobiprole	Primary Drug Name	ncit:C65306	CEFTOBIPROLE	FALSE	FALSE	FALSE	NCIt	24.02d
Ceftobiprole	Primary Drug Name	ncit:C65306	CEFTOBIPROLE	FALSE	FALSE	FALSE	ChemIDplus	20230222
ceftobiprole	Primary Drug Name	ncit:C65306	CEFTOBIPROLE	FALSE	FALSE	FALSE	Wikidata	20240411
Afelimomab	Primary Drug Name	ncit:C166960	AFELIMOMAB	FALSE	FALSE	FALSE	NCIt	24.02d
Afelimomab	Primary Drug Name	ncit:C166960	AFELIMOMAB	FALSE	FALSE	FALSE	ChemIDplus	20230222
afelimomab	Primary Drug Name	ncit:C166960	AFELIMOMAB	FALSE	FALSE	FALSE	Wikidata	20240411
Verpasep Caltespen	Primary Drug Name	ncit:C2811	VERPASEP CALTESPEN	FALSE	FALSE	FALSE	NCIt	24.02d
Verpasep caltespen	Primary Drug Name	ncit:C2811	VERPASEP CALTESPEN	FALSE	FALSE	FALSE	ChemIDplus	20230222
Lesopitron	Primary Drug Name	ncit:C80761	LESOPITRON	FALSE	FALSE	FALSE	NCIt	24.02d
Lesopitron	Primary Drug Name	ncit:C80761	LESOPITRON	FALSE	FALSE	FALSE	ChemIDplus	20230222
Talampanel	Primary Drug Name	ncit:C38139	TALAMPANEL	FALSE	FALSE	FALSE	NCIt	24.02d
Talampanel	Primary Drug Name	ncit:C38139	TALAMPANEL	FALSE	FALSE	FALSE	ChemIDplus	20230222
Denufosol	Primary Drug Name	ncit:C78118	DENUFOSOL	FALSE	FALSE	FALSE	NCIt	24.02d
Denufosol	Primary Drug Name	ncit:C78118	DENUFOSOL	FALSE	FALSE	FALSE	ChemIDplus	20230222
Obinepitide	Primary Drug Name	ncit:C175168	OBINEPITIDE	FALSE	FALSE	FALSE	NCIt	24.02d
Obinepitide	Primary Drug Name	ncit:C175168	OBINEPITIDE	FALSE	FALSE	FALSE	ChemIDplus	20230222
obinepitide	Primary Drug Name	ncit:C175168	OBINEPITIDE	FALSE	FALSE	FALSE	Wikidata	20240411
abaloparatide	Primary Drug Name	rxcui:1921069	ABALOPARATIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Abaloparatide	Primary Drug Name	rxcui:1921069	ABALOPARATIDE	TRUE	FALSE	FALSE	NCIt	24.02d
drugsatfda.nda:208743	Drugs@FDA ID	rxcui:1921069	ABALOPARATIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
