drug_claim_name	nomenclature	concept_id	drug_name	approved	immunotherapy	anti_neoplastic	source_db_name	source_db_version
BRAF(V600E) Kinase Inhibitor RO5212054	Primary Drug Name	ncit:C92591	BRAF(V600E) KINASE INHIBITOR RO5212054	FALSE	FALSE	TRUE	NCIt	24.02d
clonidine hydrochloride	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
clonidine	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Clonidine	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	NCIt	24.02d
Clonidine Hydrochloride	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	NCIt	24.02d
drugsatfda.anda:070886	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:070923	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:070974	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:070975	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:070976	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:076166	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:077901	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:078895	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:079090	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:090873	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:091368	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:200300	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:202297	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:202601	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:203167	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:203320	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:209285	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:209675	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:209686	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:209757	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:210052	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.nda:018891	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.nda:020615	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.nda:022500	Drugs@FDA ID	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Clonidine	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
Clonidine hydrochloride	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
clonidine hydrochloride	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Wikidata	20240411
clonidine	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Wikidata	20240411
Kapvay	Primary Drug Name	rxcui:142432	CLONIDINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Wikidata	20240411
misoprostol	Primary Drug Name	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	RxNorm	20240401
Misoprostol	Primary Drug Name	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	NCIt	24.02d
drugsatfda.anda:076095	Drugs@FDA ID	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:091667	Drugs@FDA ID	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:216872	Drugs@FDA ID	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.nda:019268	Drugs@FDA ID	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Misoprostol	Primary Drug Name	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	ChemIDplus	20230222
Cytotec	Primary Drug Name	rxcui:42331	MISOPROSTOL	TRUE	FALSE	FALSE	Wikidata	20240411
hydrochlorothiazide	Primary Drug Name	rxcui:5487	HYDROCHLOROTHIAZIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Dactolisib	Primary Drug Name	ncit:C74072	DACTOLISIB	FALSE	FALSE	TRUE	NCIt	24.02d
Dactolisib	Primary Drug Name	ncit:C74072	DACTOLISIB	FALSE	FALSE	TRUE	ChemIDplus	20230222
palbociclib	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	RxNorm	20240401
Palbociclib	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	NCIt	24.02d
Palbociclib	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:207103	Drugs@FDA ID	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:212436	Drugs@FDA ID	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Palbociclib	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	ChemIDplus	20230222
palbociclib	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	Wikidata	20240411
Ibrance	Primary Drug Name	rxcui:1601374	PALBOCICLIB	TRUE	FALSE	TRUE	Wikidata	20240411
afatinib	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	RxNorm	20240401
Afatinib	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	NCIt	24.02d
Afatinib Dimaleate	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	NCIt	24.02d
Afatinib	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:201292	Drugs@FDA ID	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Afatinib	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	ChemIDplus	20230222
Afatinib dimaleate	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	ChemIDplus	20230222
afatinib	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	Wikidata	20240411
Gilotrif	Primary Drug Name	rxcui:1430438	AFATINIB	TRUE	FALSE	TRUE	Wikidata	20240411
ceritinib	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	RxNorm	20240401
Ceritinib	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	NCIt	24.02d
Ceritinib	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:211225	Drugs@FDA ID	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Ceritinib	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	ChemIDplus	20230222
ceritinib	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	Wikidata	20240411
Zykadia	Primary Drug Name	rxcui:1535457	CERITINIB	TRUE	FALSE	TRUE	Wikidata	20240411
Foretinib	Primary Drug Name	ncit:C80058	FORETINIB	FALSE	FALSE	TRUE	NCIt	24.02d
Foretinib	Primary Drug Name	ncit:C80058	FORETINIB	FALSE	FALSE	TRUE	ChemIDplus	20230222
foretinib	Primary Drug Name	ncit:C80058	FORETINIB	FALSE	FALSE	TRUE	Wikidata	20240411
Glesatinib	Primary Drug Name	ncit:C77876	GLESATINIB	FALSE	FALSE	TRUE	NCIt	24.02d
Glesatinib	Primary Drug Name	ncit:C77876	GLESATINIB	FALSE	FALSE	TRUE	ChemIDplus	20230222
Onalespib	Primary Drug Name	ncit:C85454	ONALESPIB	FALSE	FALSE	TRUE	NCIt	24.02d
Onalespib	Primary Drug Name	ncit:C85454	ONALESPIB	FALSE	FALSE	TRUE	ChemIDplus	20230222
onalespib	Primary Drug Name	ncit:C85454	ONALESPIB	FALSE	FALSE	TRUE	Wikidata	20240411
AT13387	Primary Name	ncit:C85454	ONALESPIB	FALSE	FALSE	TRUE	CancerCommons	25-Jul-13
enzalutamide	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	RxNorm	20240401
Enzalutamide	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	NCIt	24.02d
Enzalutamide	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:203415	Drugs@FDA ID	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:213674	Drugs@FDA ID	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Enzalutamide	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	ChemIDplus	20230222
enzalutamide	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	Wikidata	20240411
Xtandi	Primary Drug Name	rxcui:1307298	ENZALUTAMIDE	TRUE	FALSE	TRUE	Wikidata	20240411
darolutamide	Primary Drug Name	rxcui:2180325	DAROLUTAMIDE	TRUE	FALSE	TRUE	RxNorm	20240401
Darolutamide	Primary Drug Name	rxcui:2180325	DAROLUTAMIDE	TRUE	FALSE	TRUE	NCIt	24.02d
Hydrochlorothiazide	Primary Drug Name	rxcui:5487	HYDROCHLOROTHIAZIDE	TRUE	FALSE	FALSE	NCIt	24.02d
Darolutamide	Primary Drug Name	rxcui:2180325	DAROLUTAMIDE	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:212099	Drugs@FDA ID	rxcui:2180325	DAROLUTAMIDE	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Darolutamide	Primary Drug Name	rxcui:2180325	DAROLUTAMIDE	TRUE	FALSE	TRUE	ChemIDplus	20230222
docetaxel anhydrous	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	RxNorm	20240401
docetaxel	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	RxNorm	20240401
Docetaxel	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	NCIt	24.02d
Docetaxel Anhydrous	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	NCIt	24.02d
Docetaxel	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.anda:204193	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:204490	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:207563	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:208137	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:208859	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:209634	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:209640	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:210072	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:210327	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:210848	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:213510	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:214575	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.anda:215744	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:020449	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:022534	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:201195	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:201525	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
drugsatfda.nda:203551	Drugs@FDA ID	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Docetaxel	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	ChemIDplus	20230222
Docefrez	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Wikidata	20240411
Taxotere	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Wikidata	20240411
docetaxel	Primary Drug Name	rxcui:1299922	DOCETAXEL ANHYDROUS	TRUE	FALSE	TRUE	Wikidata	20240411
axitinib	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	RxNorm	20240401
Axitinib	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	NCIt	24.02d
Axitinib	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	HemOnc	3/1/24
drugsatfda.nda:202324	Drugs@FDA ID	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	Drugs@FDA	20240410
Axitinib	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	ChemIDplus	20230222
Inlyta	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	Wikidata	20240411
axitinib	Primary Drug Name	rxcui:1242999	AXITINIB	TRUE	FALSE	TRUE	Wikidata	20240411
Cixutumumab	Primary Drug Name	ncit:C79828	CIXUTUMUMAB	FALSE	TRUE	TRUE	NCIt	24.02d
Cixutumumab	Primary Drug Name	ncit:C79828	CIXUTUMUMAB	FALSE	TRUE	TRUE	ChemIDplus	20230222
Pracinostat	Primary Drug Name	ncit:C71708	PRACINOSTAT	FALSE	FALSE	TRUE	NCIt	24.02d
Pracinostat	Primary Drug Name	ncit:C71708	PRACINOSTAT	FALSE	FALSE	TRUE	ChemIDplus	20230222
pracinostat	Primary Drug Name	ncit:C71708	PRACINOSTAT	FALSE	FALSE	TRUE	Wikidata	20240411
methazolamide	Primary Drug Name	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Methazolamide	Primary Drug Name	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	NCIt	24.02d
Tolimidone	Primary Drug Name	ncit:C152683	TOLIMIDONE	FALSE	FALSE	FALSE	NCIt	24.02d
drugsatfda.anda:040001	Drugs@FDA ID	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040062	Drugs@FDA ID	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:207438	Drugs@FDA ID	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:215615	Drugs@FDA ID	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Methazolamide	Primary Drug Name	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
methazolamide	Primary Drug Name	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Wikidata	20240411
Neptazane	Primary Drug Name	rxcui:6826	METHAZOLAMIDE	TRUE	FALSE	FALSE	Wikidata	20240411
propantheline bromide	Primary Drug Name	rxcui:8762	PROPANTHELINE BROMIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Propantheline Bromide	Primary Drug Name	rxcui:8762	PROPANTHELINE BROMIDE	TRUE	FALSE	FALSE	NCIt	24.02d
Propantheline bromide	Primary Drug Name	rxcui:8762	PROPANTHELINE BROMIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
propantheline bromide	Primary Drug Name	rxcui:8762	PROPANTHELINE BROMIDE	TRUE	FALSE	FALSE	Wikidata	20240411
oxyphenonium bromide	Primary Drug Name	rxcui:42833	OXYPHENONIUM BROMIDE	TRUE	FALSE	FALSE	RxNorm	20240401
mepenzolate bromide	Primary Drug Name	rxcui:52560	MEPENZOLATE BROMIDE	TRUE	FALSE	FALSE	RxNorm	20240401
hexocyclium methylsulfate	Primary Drug Name	rxcui:235430	HEXOCYCLIUM METHYLSULFATE	TRUE	FALSE	FALSE	RxNorm	20240401
dicyclomine hydrochloride	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
dicyclomine	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Dicyclomine Hydrochloride	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	NCIt	24.02d
Dicyclomine	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	NCIt	24.02d
drugsatfda.anda:040161	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040169	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040204	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040230	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040317	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040319	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040465	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:084285	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:085082	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:085223	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:206468	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:207076	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:208353	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:210257	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:210979	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:212286	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:214721	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:216639	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:216736	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:216760	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:216782	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:217054	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:217531	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:217916	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.nda:008370	Drugs@FDA ID	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040412	Drugs@FDA ID	rxcui:5487	HYDROCHLOROTHIAZIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Dicyclomine hydrochloride	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
Dicyclomine	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
dicyclomine	Primary Drug Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	Wikidata	20240411
DICYCLOMINE HYDROCHLORIDE	Primary Name	rxcui:152021	DICYCLOMINE HYDROCHLORIDE	TRUE	FALSE	FALSE	ChEMBL	33
bethanechol chloride	Primary Drug Name	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
Bethanechol Chloride	Primary Drug Name	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	NCIt	24.02d
drugsatfda.anda:040633	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040634	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040635	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040636	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040677	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040728	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
drugsatfda.anda:040855	Drugs@FDA ID	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Bethanechol chloride	Primary Drug Name	rxcui:47088	BETHANECHOL CHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
methacholine chloride	Primary Drug Name	rxcui:40165	METHACHOLINE CHLORIDE	TRUE	FALSE	FALSE	RxNorm	20240401
drugsatfda.nda:019193	Drugs@FDA ID	rxcui:40165	METHACHOLINE CHLORIDE	TRUE	FALSE	FALSE	Drugs@FDA	20240410
Methacholine chloride	Primary Drug Name	rxcui:40165	METHACHOLINE CHLORIDE	TRUE	FALSE	FALSE	ChemIDplus	20230222
fesoterodine	Primary Drug Name	rxcui:797195	FESOTERODINE	TRUE	FALSE	FALSE	RxNorm	20240401
fesoterodine fumarate	Primary Drug Name	rxcui:797195	FESOTERODINE	TRUE	FALSE	FALSE	RxNorm	20240401
Fesoterodine Fumarate	Primary Drug Name	rxcui:797195	FESOTERODINE	TRUE	FALSE	FALSE	NCIt	24.02d
